"Tabela 185 - Domicílios particulares permanentes por situação e número de moradores"
"Variável - Domicílios particulares permanentes - percentual do total geral"
"Cód.";"Brasil e Município";"Número de moradores";"Ano x Situação do domicílio"
"Cód.";"Brasil e Município";"Número de moradores";"2010"
"Cód.";"Brasil e Município";"Número de moradores";"Urbana"
"4127882";"Tunas do Paraná (PR)";"Total";"44,87"
"4127908";"Tuneiras do Oeste (PR)";"Total";"69,66"
"4127957";"Tupãssi (PR)";"Total";"79,55"
"4127965";"Turvo (PR)";"Total";"37,62"
"4128005";"Ubiratã (PR)";"Total";"85,79"
"4128104";"Umuarama (PR)";"Total";"93,12"
"4128203";"União da Vitória (PR)";"Total";"95,01"
"4128302";"Uniflor (PR)";"Total";"80,88"
"4128401";"Uraí (PR)";"Total";"82,39"
"4128500";"Wenceslau Braz (PR)";"Total";"80,35"
"4128534";"Ventania (PR)";"Total";"66,15"
"4128559";"Vera Cruz do Oeste (PR)";"Total";"77,19"
"4128609";"Verê (PR)";"Total";"43,94"
"4128625";"Alto Paraíso (PR)";"Total";"55,46"
"4128633";"Doutor Ulysses (PR)";"Total";"16,38"
"4128658";"Virmond (PR)";"Total";"47,06"
"4128708";"Vitorino (PR)";"Total";"61,94"
"4128807";"Xambrê (PR)";"Total";"33,45"
"4200051";"Abdon Batista (SC)";"Total";"27,66"
"4200101";"Abelardo Luz (SC)";"Total";"58,40"
"4200200";"Agrolândia (SC)";"Total";"65,29"
"4200309";"Agronômica (SC)";"Total";"39,01"
"4200408";"Água Doce (SC)";"Total";"53,84"
"4200507";"Águas de Chapecó (SC)";"Total";"54,95"
"4200556";"Águas Frias (SC)";"Total";"41,71"
"4200606";"Águas Mornas (SC)";"Total";"42,07"
"4200705";"Alfredo Wagner (SC)";"Total";"32,37"
"4200754";"Alto Bela Vista (SC)";"Total";"32,30"
"4200804";"Anchieta (SC)";"Total";"43,96"
"4200903";"Angelina (SC)";"Total";"22,51"
"4201000";"Anita Garibaldi (SC)";"Total";"54,08"
"4201109";"Anitápolis (SC)";"Total";"43,26"
"4201208";"Antônio Carlos (SC)";"Total";"32,42"
"4201257";"Apiúna (SC)";"Total";"45,82"
"4201273";"Arabutã (SC)";"Total";"33,16"
"4201307";"Araquari (SC)";"Total";"94,03"
"4201406";"Araranguá (SC)";"Total";"82,83"
"4201505";"Armazém (SC)";"Total";"64,21"
"4201604";"Arroio Trinta (SC)";"Total";"70,05"
"4201653";"Arvoredo (SC)";"Total";"23,53"
"4201703";"Ascurra (SC)";"Total";"86,43"
"4201802";"Atalanta (SC)";"Total";"43,21"
"4201901";"Aurora (SC)";"Total";"35,95"
"4201950";"Balneário Arroio do Silva (SC)";"Total";"97,86"
"4202008";"Balneário Camboriú (SC)";"Total";"100,00"
"4202057";"Balneário Barra do Sul (SC)";"Total";"96,12"
"4202073";"Balneário Gaivota (SC)";"Total";"78,89"
"4202081";"Bandeirante (SC)";"Total";"33,48"
"4202099";"Barra Bonita (SC)";"Total";"17,50"
"4202107";"Barra Velha (SC)";"Total";"95,60"
"4202131";"Bela Vista do Toldo (SC)";"Total";"14,71"
"4202156";"Belmonte (SC)";"Total";"50,70"
"4202206";"Benedito Novo (SC)";"Total";"57,03"
"4202305";"Biguaçu (SC)";"Total";"90,43"
"4202404";"Blumenau (SC)";"Total";"95,83"
"4202438";"Bocaina do Sul (SC)";"Total";"29,37"
"4202453";"Bombinhas (SC)";"Total";"100,00"
"4202503";"Bom Jardim da Serra (SC)";"Total";"54,44"
"4202537";"Bom Jesus (SC)";"Total";"58,49"
"4202578";"Bom Jesus do Oeste (SC)";"Total";"32,79"
"4202602";"Bom Retiro (SC)";"Total";"72,72"
"4202701";"Botuverá (SC)";"Total";"29,72"
"4202800";"Braço do Norte (SC)";"Total";"81,19"
"4202859";"Braço do Trombudo (SC)";"Total";"57,46"
"4202875";"Brunópolis (SC)";"Total";"26,59"
"4202909";"Brusque (SC)";"Total";"96,86"
"4203006";"Caçador (SC)";"Total";"91,54"
"4203105";"Caibi (SC)";"Total";"61,08"
"4203154";"Calmon (SC)";"Total";"61,80"
"4203204";"Camboriú (SC)";"Total";"94,26"
"4203253";"Capão Alto (SC)";"Total";"33,11"
"4203303";"Campo Alegre (SC)";"Total";"62,15"
"4203402";"Campo Belo do Sul (SC)";"Total";"58,09"
"4203501";"Campo Erê (SC)";"Total";"69,06"
"4203600";"Campos Novos (SC)";"Total";"83,26"
"4203709";"Canelinha (SC)";"Total";"62,94"
"4203808";"Canoinhas (SC)";"Total";"75,92"
"4203907";"Capinzal (SC)";"Total";"86,16"
"4203956";"Capivari de Baixo (SC)";"Total";"91,75"
"4204004";"Catanduvas (SC)";"Total";"85,44"
"4204103";"Caxambu do Sul (SC)";"Total";"51,31"
"4204152";"Celso Ramos (SC)";"Total";"32,75"
"4204178";"Cerro Negro (SC)";"Total";"22,64"
"4204194";"Chapadão do Lageado (SC)";"Total";"20,45"
"4204202";"Chapecó (SC)";"Total";"92,66"
"4204251";"Cocal do Sul (SC)";"Total";"84,61"
"4204301";"Concórdia (SC)";"Total";"81,57"
"4204350";"Cordilheira Alta (SC)";"Total";"40,16"
"4204400";"Coronel Freitas (SC)";"Total";"62,26"
"4204459";"Coronel Martins (SC)";"Total";"29,54"
"4204509";"Corupá (SC)";"Total";"77,66"
"4204558";"Correia Pinto (SC)";"Total";"82,27"
"4204608";"Criciúma (SC)";"Total";"98,88"
"4204707";"Cunha Porã (SC)";"Total";"63,76"
"4204756";"Cunhataí (SC)";"Total";"35,03"
"4204806";"Curitibanos (SC)";"Total";"92,74"
"4204905";"Descanso (SC)";"Total";"52,94"
"4205001";"Dionísio Cerqueira (SC)";"Total";"69,80"
"4205100";"Dona Emma (SC)";"Total";"52,42"
"4205159";"Doutor Pedrinho (SC)";"Total";"56,78"
"4205175";"Entre Rios (SC)";"Total";"32,81"
"4205191";"Ermo (SC)";"Total";"33,54"
"4205209";"Erval Velho (SC)";"Total";"66,23"
"4205308";"Faxinal dos Guedes (SC)";"Total";"74,19"
"4205357";"Flor do Sertão (SC)";"Total";"23,34"
"4205407";"Florianópolis (SC)";"Total";"96,40"
"4205431";"Formosa do Sul (SC)";"Total";"46,08"
"4205456";"Forquilhinha (SC)";"Total";"81,89"
"4205506";"Fraiburgo (SC)";"Total";"88,40"
"4205555";"Frei Rogério (SC)";"Total";"29,56"
"4205605";"Galvão (SC)";"Total";"69,50"
"4205704";"Garopaba (SC)";"Total";"85,72"
"4205803";"Garuva (SC)";"Total";"77,27"
"4205902";"Gaspar (SC)";"Total";"81,09"
"4206009";"Governador Celso Ramos (SC)";"Total";"94,24"
"4206108";"Grão-Pará (SC)";"Total";"51,41"
"4206207";"Gravatal (SC)";"Total";"42,52"
"4206306";"Guabiruba (SC)";"Total";"92,63"
"4206405";"Guaraciaba (SC)";"Total";"49,79"
"4206504";"Guaramirim (SC)";"Total";"79,87"
"4206603";"Guarujá do Sul (SC)";"Total";"57,46"
"4206652";"Guatambú (SC)";"Total";"37,27"
"4206702";"Herval d'Oeste (SC)";"Total";"89,09"
"4206751";"Ibiam (SC)";"Total";"37,60"
"4206801";"Ibicaré (SC)";"Total";"47,39"
"4206900";"Ibirama (SC)";"Total";"86,51"
"4207007";"Içara (SC)";"Total";"92,05"
"4207106";"Ilhota (SC)";"Total";"64,08"
"4207205";"Imaruí (SC)";"Total";"34,51"
"4207304";"Imbituba (SC)";"Total";"100,00"
"4207403";"Imbuia (SC)";"Total";"47,32"
"4207502";"Indaial (SC)";"Total";"96,47"
"4207577";"Iomerê (SC)";"Total";"35,63"
"4207601";"Ipira (SC)";"Total";"55,90"
"4207650";"Iporã do Oeste (SC)";"Total";"53,00"
"4207684";"Ipuaçu (SC)";"Total";"23,86"
"4207700";"Ipumirim (SC)";"Total";"45,70"
"4207759";"Iraceminha (SC)";"Total";"36,94"
"4207809";"Irani (SC)";"Total";"68,74"
"4207858";"Irati (SC)";"Total";"22,66"
"4207908";"Irineópolis (SC)";"Total";"35,78"
"4208005";"Itá (SC)";"Total";"63,82"
"4208104";"Itaiópolis (SC)";"Total";"53,77"
"4208203";"Itajaí (SC)";"Total";"94,76"
"4208302";"Itapema (SC)";"Total";"97,64"
"4208401";"Itapiranga (SC)";"Total";"53,58"
"4208450";"Itapoá (SC)";"Total";"96,12"
"4208500";"Ituporanga (SC)";"Total";"67,98"
"4208609";"Jaborá (SC)";"Total";"43,68"
"4208708";"Jacinto Machado (SC)";"Total";"50,52"
"4208807";"Jaguaruna (SC)";"Total";"77,18"
"4208906";"Jaraguá do Sul (SC)";"Total";"93,25"
"4208955";"Jardinópolis (SC)";"Total";"48,88"
"4209003";"Joaçaba (SC)";"Total";"92,99"
"4209102";"Joinville (SC)";"Total";"96,81"
"4209151";"José Boiteux (SC)";"Total";"38,71"
"4209177";"Jupiá (SC)";"Total";"50,52"
"4209201";"Lacerdópolis (SC)";"Total";"58,24"
"4209300";"Lages (SC)";"Total";"98,13"
"4209409";"Laguna (SC)";"Total";"78,71"
"4209458";"Lajeado Grande (SC)";"Total";"46,15"
"4209508";"Laurentino (SC)";"Total";"74,09"
"4209607";"Lauro Müller (SC)";"Total";"77,98"
"4209706";"Lebon Régis (SC)";"Total";"62,64"
"4209805";"Leoberto Leal (SC)";"Total";"26,04"
"4209854";"Lindóia do Sul (SC)";"Total";"46,69"
"4209904";"Lontras (SC)";"Total";"68,75"
"4210001";"Luiz Alves (SC)";"Total";"31,45"
"4210035";"Luzerna (SC)";"Total";"77,30"
"4210050";"Macieira (SC)";"Total";"29,04"
"4210100";"Mafra (SC)";"Total";"78,38"
"4210209";"Major Gercino (SC)";"Total";"39,42"
"4210308";"Major Vieira (SC)";"Total";"39,71"
"4210407";"Maracajá (SC)";"Total";"66,26"
"4210506";"Maravilha (SC)";"Total";"82,51"
"4210555";"Marema (SC)";"Total";"40,26"
"4210605";"Massaranduba (SC)";"Total";"52,75"
"4210704";"Matos Costa (SC)";"Total";"52,70"
"4210803";"Meleiro (SC)";"Total";"53,24"
"4210852";"Mirim Doce (SC)";"Total";"49,56"
"4210902";"Modelo (SC)";"Total";"69,60"
"4211009";"Mondaí (SC)";"Total";"64,80"
"4211058";"Monte Carlo (SC)";"Total";"86,86"
"4211108";"Monte Castelo (SC)";"Total";"57,75"
"4211207";"Morro da Fumaça (SC)";"Total";"86,36"
"4211256";"Morro Grande (SC)";"Total";"27,75"
"4211306";"Navegantes (SC)";"Total";"94,85"
"4211405";"Nova Erechim (SC)";"Total";"77,69"
"4211454";"Nova Itaberaba (SC)";"Total";"37,43"
"4211504";"Nova Trento (SC)";"Total";"75,65"
"4211603";"Nova Veneza (SC)";"Total";"66,63"
"4211652";"Novo Horizonte (SC)";"Total";"35,91"
"4211702";"Orleans (SC)";"Total";"76,29"
"4211751";"Otacílio Costa (SC)";"Total";"91,04"
"4211801";"Ouro (SC)";"Total";"70,12"
"4211850";"Ouro Verde (SC)";"Total";"33,62"
"4211876";"Paial (SC)";"Total";"22,26"
"4211892";"Painel (SC)";"Total";"37,60"
"4211900";"Palhoça (SC)";"Total";"98,49"
"4212007";"Palma Sola (SC)";"Total";"59,46"
"4212056";"Palmeira (SC)";"Total";"37,60"
"4212106";"Palmitos (SC)";"Total";"64,36"
"4212205";"Papanduva (SC)";"Total";"53,01"
"4212239";"Paraíso (SC)";"Total";"39,43"
"4212254";"Passo de Torres (SC)";"Total";"88,82"
"4212270";"Passos Maia (SC)";"Total";"26,68"
"4212304";"Paulo Lopes (SC)";"Total";"71,68"
"4212403";"Pedras Grandes (SC)";"Total";"33,23"
"4212502";"Penha (SC)";"Total";"92,41"
"4212601";"Peritiba (SC)";"Total";"52,84"
"4212700";"Petrolândia (SC)";"Total";"37,43"
"4212809";"Balneário Piçarras (SC)";"Total";"91,44"
"4212908";"Pinhalzinho (SC)";"Total";"84,39"
"4213005";"Pinheiro Preto (SC)";"Total";"54,29"
"4213104";"Piratuba (SC)";"Total";"61,24"
"4213153";"Planalto Alegre (SC)";"Total";"44,15"
"4213203";"Pomerode (SC)";"Total";"86,71"
"4213302";"Ponte Alta (SC)";"Total";"72,87"
"4213351";"Ponte Alta do Norte (SC)";"Total";"91,45"
"4213401";"Ponte Serrada (SC)";"Total";"72,33"
"4213500";"Porto Belo (SC)";"Total";"94,51"
"4213609";"Porto União (SC)";"Total";"84,59"
"4213708";"Pouso Redondo (SC)";"Total";"61,27"
"4213807";"Praia Grande (SC)";"Total";"59,94"
"4213906";"Presidente Castello Branco (SC)";"Total";"37,57"
"4214003";"Presidente Getúlio (SC)";"Total";"72,29"
"4214102";"Presidente Nereu (SC)";"Total";"39,97"
"4214151";"Princesa (SC)";"Total";"38,08"
"4214201";"Quilombo (SC)";"Total";"58,76"
"4214300";"Rancho Queimado (SC)";"Total";"49,19"
"4214409";"Rio das Antas (SC)";"Total";"45,81"
"4214508";"Rio do Campo (SC)";"Total";"44,59"
"4214607";"Rio do Oeste (SC)";"Total";"49,22"
"4214706";"Rio dos Cedros (SC)";"Total";"50,60"
"4214805";"Rio do Sul (SC)";"Total";"93,17"
"4214904";"Rio Fortuna (SC)";"Total";"36,81"
"4215000";"Rio Negrinho (SC)";"Total";"91,55"
"4215059";"Rio Rufino (SC)";"Total";"29,18"
"4215075";"Riqueza (SC)";"Total";"47,75"
"4215109";"Rodeio (SC)";"Total";"86,16"
"4215208";"Romelândia (SC)";"Total";"39,12"
"4215307";"Salete (SC)";"Total";"69,41"
"4215356";"Saltinho (SC)";"Total";"34,43"
"4215406";"Salto Veloso (SC)";"Total";"80,70"
"4215455";"Sangão (SC)";"Total";"47,65"
"4215505";"Santa Cecília (SC)";"Total";"86,41"
"4215554";"Santa Helena (SC)";"Total";"39,06"
"4215604";"Santa Rosa de Lima (SC)";"Total";"27,12"
"4215653";"Santa Rosa do Sul (SC)";"Total";"47,00"
"4215679";"Santa Terezinha (SC)";"Total";"18,19"
"4215687";"Santa Terezinha do Progresso (SC)";"Total";"21,54"
"4215695";"Santiago do Sul (SC)";"Total";"46,64"
"4215703";"Santo Amaro da Imperatriz (SC)";"Total";"75,88"
"4215752";"São Bernardino (SC)";"Total";"29,06"
"4215802";"São Bento do Sul (SC)";"Total";"95,33"
"4215901";"São Bonifácio (SC)";"Total";"23,31"
"4216008";"São Carlos (SC)";"Total";"70,01"
"4216057";"São Cristóvão do Sul (SC)";"Total";"86,83"
"4216107";"São Domingos (SC)";"Total";"68,62"
"4216206";"São Francisco do Sul (SC)";"Total";"93,38"
"4216255";"São João do Oeste (SC)";"Total";"38,96"
"4216305";"São João Batista (SC)";"Total";"89,29"
"4216354";"São João do Itaperiú (SC)";"Total";"58,17"
"4216404";"São João do Sul (SC)";"Total";"23,04"
"4216503";"São Joaquim (SC)";"Total";"70,53"
"4216602";"São José (SC)";"Total";"98,93"
"4216701";"São José do Cedro (SC)";"Total";"64,45"
"4216800";"São José do Cerrito (SC)";"Total";"26,27"
"4216909";"São Lourenço do Oeste (SC)";"Total";"78,10"
"4217006";"São Ludgero (SC)";"Total";"90,06"
"4217105";"São Martinho (SC)";"Total";"39,80"
"4217154";"São Miguel da Boa Vista (SC)";"Total";"25,64"
"4217204";"São Miguel do Oeste (SC)";"Total";"89,48"
"4217253";"São Pedro de Alcântara (SC)";"Total";"71,47"
"4217303";"Saudades (SC)";"Total";"59,26"
"4217402";"Schroeder (SC)";"Total";"89,24"
"4217501";"Seara (SC)";"Total";"71,09"
"4217550";"Serra Alta (SC)";"Total";"58,70"
"4217600";"Siderópolis (SC)";"Total";"78,17"
"4217709";"Sombrio (SC)";"Total";"75,15"
"4217758";"Sul Brasil (SC)";"Total";"38,78"
"4217808";"Taió (SC)";"Total";"60,53"
"4217907";"Tangará (SC)";"Total";"58,72"
"4217956";"Tigrinhos (SC)";"Total";"20,93"
"4218004";"Tijucas (SC)";"Total";"84,73"
"4218103";"Timbé do Sul (SC)";"Total";"37,49"
"4218202";"Timbó (SC)";"Total";"93,84"
"4218251";"Timbó Grande (SC)";"Total";"57,51"
"4218301";"Três Barras (SC)";"Total";"84,32"
"4218350";"Treviso (SC)";"Total";"52,70"
"4218400";"Treze de Maio (SC)";"Total";"49,58"
"4218509";"Treze Tílias (SC)";"Total";"76,54"
"4218608";"Trombudo Central (SC)";"Total";"63,79"
"4218707";"Tubarão (SC)";"Total";"90,69"
"4218756";"Tunápolis (SC)";"Total";"35,67"
"4218806";"Turvo (SC)";"Total";"67,68"
"4218855";"União do Oeste (SC)";"Total";"41,38"
"4218905";"Urubici (SC)";"Total";"68,61"
"4218954";"Urupema (SC)";"Total";"48,68"
"4219002";"Urussanga (SC)";"Total";"58,10"
"4219101";"Vargeão (SC)";"Total";"54,40"
"4219150";"Vargem (SC)";"Total";"33,19"
"4219176";"Vargem Bonita (SC)";"Total";"58,02"
"4219200";"Vidal Ramos (SC)";"Total";"30,80"
"4219309";"Videira (SC)";"Total";"91,36"
"4219358";"Vitor Meireles (SC)";"Total";"30,84"
"4219408";"Witmarsum (SC)";"Total";"24,05"
"4219507";"Xanxerê (SC)";"Total";"90,39"
"4219606";"Xavantina (SC)";"Total";"29,94"
"4219705";"Xaxim (SC)";"Total";"82,44"
"4219853";"Zortéa (SC)";"Total";"78,04"
"4300034";"Aceguá (RS)";"Total";"22,48"
"4300059";"Água Santa (RS)";"Total";"41,12"
"4300109";"Agudo (RS)";"Total";"44,41"
"4300208";"Ajuricaba (RS)";"Total";"58,06"
"4300307";"Alecrim (RS)";"Total";"32,62"
"4300406";"Alegrete (RS)";"Total";"88,93"
"4300455";"Alegria (RS)";"Total";"38,56"
"4300471";"Almirante Tamandaré do Sul (RS)";"Total";"42,03"
"4300505";"Alpestre (RS)";"Total";"29,59"
"4300554";"Alto Alegre (RS)";"Total";"43,66"
"4300570";"Alto Feliz (RS)";"Total";"30,03"
"4300604";"Alvorada (RS)";"Total";"100,00"
"4300638";"Amaral Ferrador (RS)";"Total";"31,42"
"4300646";"Ametista do Sul (RS)";"Total";"53,95"
"4300661";"André da Rocha (RS)";"Total";"41,18"
"4300703";"Anta Gorda (RS)";"Total";"42,66"
"4300802";"Antônio Prado (RS)";"Total";"74,92"
"4300851";"Arambaré (RS)";"Total";"79,64"
"4300877";"Araricá (RS)";"Total";"82,64"
"4300901";"Aratiba (RS)";"Total";"54,48"
"4301008";"Arroio do Meio (RS)";"Total";"78,33"
"4301057";"Arroio do Sal (RS)";"Total";"96,99"
"4301073";"Arroio do Padre (RS)";"Total";"18,36"
"4301107";"Arroio dos Ratos (RS)";"Total";"94,49"
"4301206";"Arroio do Tigre (RS)";"Total";"50,66"
"4301305";"Arroio Grande (RS)";"Total";"86,36"
"4301404";"Arvorezinha (RS)";"Total";"64,65"
"4301503";"Augusto Pestana (RS)";"Total";"53,67"
"4301552";"Áurea (RS)";"Total";"44,75"
"4301602";"Bagé (RS)";"Total";"84,78"
"4301636";"Balneário Pinhal (RS)";"Total";"98,89"
"4301651";"Barão (RS)";"Total";"53,06"
"4301701";"Barão de Cotegipe (RS)";"Total";"63,60"
"4301750";"Barão do Triunfo (RS)";"Total";"11,68"
"4301800";"Barracão (RS)";"Total";"58,32"
"4301859";"Barra do Guarita (RS)";"Total";"44,97"
"4301875";"Barra do Quaraí (RS)";"Total";"67,99"
"4301909";"Barra do Ribeiro (RS)";"Total";"73,36"
"4301925";"Barra do Rio Azul (RS)";"Total";"24,35"
"4301958";"Barra Funda (RS)";"Total";"66,30"
"4302006";"Barros Cassal (RS)";"Total";"33,80"
"4302055";"Benjamin Constant do Sul (RS)";"Total";"20,13"
"4302105";"Bento Gonçalves (RS)";"Total";"93,25"
"4302154";"Boa Vista das Missões (RS)";"Total";"40,97"
"4302204";"Boa Vista do Buricá (RS)";"Total";"67,87"
"4302220";"Boa Vista do Cadeado (RS)";"Total";"20,12"
"4302238";"Boa Vista do Incra (RS)";"Total";"32,18"
"4302253";"Boa Vista do Sul (RS)";"Total";"15,19"
"4302303";"Bom Jesus (RS)";"Total";"74,52"
"4302352";"Bom Princípio (RS)";"Total";"78,48"
"4302378";"Bom Progresso (RS)";"Total";"51,41"
"4302402";"Bom Retiro do Sul (RS)";"Total";"79,63"
"4302451";"Boqueirão do Leão (RS)";"Total";"24,60"
"4302501";"Bossoroca (RS)";"Total";"53,82"
"4302584";"Bozano (RS)";"Total";"28,77"
"4302600";"Braga (RS)";"Total";"61,68"
"4302659";"Brochier (RS)";"Total";"50,12"
"4302709";"Butiá (RS)";"Total";"94,60"
"4302808";"Caçapava do Sul (RS)";"Total";"75,62"
"4302907";"Cacequi (RS)";"Total";"86,36"
"4303004";"Cachoeira do Sul (RS)";"Total";"85,17"
"4303103";"Cachoeirinha (RS)";"Total";"100,00"
"4303202";"Cacique Doble (RS)";"Total";"38,13"
"4303301";"Caibaté (RS)";"Total";"57,03"
"4303400";"Caiçara (RS)";"Total";"35,60"
"4303509";"Camaquã (RS)";"Total";"79,98"
"4303558";"Camargo (RS)";"Total";"44,31"
"4303608";"Cambará do Sul (RS)";"Total";"48,44"
"4303673";"Campestre da Serra (RS)";"Total";"39,06"
"4303707";"Campina das Missões (RS)";"Total";"39,08"
"4303806";"Campinas do Sul (RS)";"Total";"78,85"
"4303905";"Campo Bom (RS)";"Total";"96,04"
"4304002";"Campo Novo (RS)";"Total";"76,90"
"4304101";"Campos Borges (RS)";"Total";"59,85"
"4304200";"Candelária (RS)";"Total";"53,31"
"4304309";"Cândido Godói (RS)";"Total";"29,97"
"4304358";"Candiota (RS)";"Total";"30,03"
"4304408";"Canela (RS)";"Total";"91,93"
"4304507";"Canguçu (RS)";"Total";"40,51"
"4304606";"Canoas (RS)";"Total";"100,00"
"4304614";"Canudos do Vale (RS)";"Total";"24,67"
"4304622";"Capão Bonito do Sul (RS)";"Total";"29,04"
"4304630";"Capão da Canoa (RS)";"Total";"99,38"
"4304655";"Capão do Cipó (RS)";"Total";"18,46"
"4304663";"Capão do Leão (RS)";"Total";"91,76"
"4304671";"Capivari do Sul (RS)";"Total";"82,82"
"4304689";"Capela de Santana (RS)";"Total";"60,49"
"4304697";"Capitão (RS)";"Total";"42,46"
"4304705";"Carazinho (RS)";"Total";"98,26"
"4304713";"Caraá (RS)";"Total";"14,56"
"4304804";"Carlos Barbosa (RS)";"Total";"80,26"
"4304853";"Carlos Gomes (RS)";"Total";"27,71"
"4304903";"Casca (RS)";"Total";"62,07"
"4304952";"Caseiros (RS)";"Total";"50,25"
"4305009";"Catuípe (RS)";"Total";"65,90"
"4305108";"Caxias do Sul (RS)";"Total";"96,49"
"4305116";"Centenário (RS)";"Total";"33,51"
"4305124";"Cerrito (RS)";"Total";"58,44"
"4305132";"Cerro Branco (RS)";"Total";"29,35"
"4305157";"Cerro Grande (RS)";"Total";"36,93"
"4305173";"Cerro Grande do Sul (RS)";"Total";"24,93"
"4305207";"Cerro Largo (RS)";"Total";"81,01"
"4305306";"Chapada (RS)";"Total";"62,51"
"4305355";"Charqueadas (RS)";"Total";"97,92"
"4305371";"Charrua (RS)";"Total";"21,53"
"4305405";"Chiapetta (RS)";"Total";"64,35"
"4305439";"Chuí (RS)";"Total";"95,50"
"4305447";"Chuvisca (RS)";"Total";"6,07"
"4305454";"Cidreira (RS)";"Total";"96,59"
"4305504";"Ciríaco (RS)";"Total";"52,85"
"4305587";"Colinas (RS)";"Total";"46,70"
"4305603";"Colorado (RS)";"Total";"53,65"
"4305702";"Condor (RS)";"Total";"63,00"
"4305801";"Constantina (RS)";"Total";"71,00"
"4305835";"Coqueiro Baixo (RS)";"Total";"21,54"
"4305850";"Coqueiros do Sul (RS)";"Total";"38,82"
"4305871";"Coronel Barros (RS)";"Total";"46,28"
"4305900";"Coronel Bicaco (RS)";"Total";"66,65"
"4305934";"Coronel Pilar (RS)";"Total";"11,52"
"4305959";"Cotiporã (RS)";"Total";"57,78"
"4305975";"Coxilha (RS)";"Total";"62,35"
"4306007";"Crissiumal (RS)";"Total";"46,63"
"4306056";"Cristal (RS)";"Total";"58,35"
"4306072";"Cristal do Sul (RS)";"Total";"34,17"
"4306106";"Cruz Alta (RS)";"Total";"96,53"
"4306130";"Cruzaltense (RS)";"Total";"24,96"
"4306205";"Cruzeiro do Sul (RS)";"Total";"60,24"
"4306304";"David Canabarro (RS)";"Total";"44,63"
"4306320";"Derrubadas (RS)";"Total";"29,95"
"4306353";"Dezesseis de Novembro (RS)";"Total";"25,30"
"4306379";"Dilermando de Aguiar (RS)";"Total";"30,34"
"4306403";"Dois Irmãos (RS)";"Total";"99,00"
"4306429";"Dois Irmãos das Missões (RS)";"Total";"52,66"
"4306452";"Dois Lajeados (RS)";"Total";"52,61"
"4306502";"Dom Feliciano (RS)";"Total";"24,66"
"4306551";"Dom Pedro de Alcântara (RS)";"Total";"28,47"
"4306601";"Dom Pedrito (RS)";"Total";"89,93"
"4306700";"Dona Francisca (RS)";"Total";"66,37"
"4306734";"Doutor Maurício Cardoso (RS)";"Total";"50,26"
"4306759";"Doutor Ricardo (RS)";"Total";"34,89"
"4306767";"Eldorado do Sul (RS)";"Total";"89,64"
"4306809";"Encantado (RS)";"Total";"87,35"
"4306908";"Encruzilhada do Sul (RS)";"Total";"69,36"
"4306924";"Engenho Velho (RS)";"Total";"50,35"
"4306932";"Entre-Ijuís (RS)";"Total";"53,81"
"4306957";"Entre Rios do Sul (RS)";"Total";"70,50"
"4306973";"Erebango (RS)";"Total";"70,05"
"4307005";"Erechim (RS)";"Total";"94,78"
"4307054";"Ernestina (RS)";"Total";"55,55"
"4307104";"Herval (RS)";"Total";"68,75"
"4307203";"Erval Grande (RS)";"Total";"54,63"
"4307302";"Erval Seco (RS)";"Total";"47,66"
"4307401";"Esmeralda (RS)";"Total";"68,50"
"4307450";"Esperança do Sul (RS)";"Total";"28,96"
"4307500";"Espumoso (RS)";"Total";"73,83"
"4307559";"Estação (RS)";"Total";"86,50"
"4307609";"Estância Velha (RS)";"Total";"97,50"
"4307708";"Esteio (RS)";"Total";"99,89"
"4307807";"Estrela (RS)";"Total";"85,22"
"4307815";"Estrela Velha (RS)";"Total";"33,01"
"4307831";"Eugênio de Castro (RS)";"Total";"56,45"
"4307864";"Fagundes Varela (RS)";"Total";"55,05"
"4307906";"Farroupilha (RS)";"Total";"87,54"
"4308003";"Faxinal do Soturno (RS)";"Total";"65,59"
"4308052";"Faxinalzinho (RS)";"Total";"53,34"
"4308078";"Fazenda Vilanova (RS)";"Total";"53,23"
"4308102";"Feliz (RS)";"Total";"76,67"
"4308201";"Flores da Cunha (RS)";"Total";"78,41"
"4308250";"Floriano Peixoto (RS)";"Total";"17,15"
"4308300";"Fontoura Xavier (RS)";"Total";"40,94"
"4308409";"Formigueiro (RS)";"Total";"40,70"
"4308433";"Forquetinha (RS)";"Total";"18,17"
"4308458";"Fortaleza dos Valos (RS)";"Total";"66,75"
"4308508";"Frederico Westphalen (RS)";"Total";"82,42"
"4308607";"Garibaldi (RS)";"Total";"89,38"
"4308656";"Garruchos (RS)";"Total";"33,67"
"4308706";"Gaurama (RS)";"Total";"59,75"
"4308805";"General Câmara (RS)";"Total";"59,05"
"4308854";"Gentil (RS)";"Total";"44,22"
"4308904";"Getúlio Vargas (RS)";"Total";"86,79"
"4309001";"Giruá (RS)";"Total";"75,86"
"4309050";"Glorinha (RS)";"Total";"29,83"
"4309100";"Gramado (RS)";"Total";"89,91"
"4309126";"Gramado dos Loureiros (RS)";"Total";"26,45"
"4309159";"Gramado Xavier (RS)";"Total";"15,31"
"4309209";"Gravataí (RS)";"Total";"95,01"
"4309258";"Guabiju (RS)";"Total";"48,96"
"4309308";"Guaíba (RS)";"Total";"97,44"
"4309407";"Guaporé (RS)";"Total";"92,05"
"4309506";"Guarani das Missões (RS)";"Total";"63,74"
"4309555";"Harmonia (RS)";"Total";"59,27"
