"Tabela 185 - Domicílios particulares permanentes por situação e número de moradores"
"Variável - Domicílios particulares permanentes - percentual do total geral"
"Cód.";"Brasil e Município";"Número de moradores";"Ano x Situação do domicílio"
"Cód.";"Brasil e Município";"Número de moradores";"2010"
"Cód.";"Brasil e Município";"Número de moradores";"Urbana"
"4309571";"Herveiras (RS)";"Total";"15,94"
"4309605";"Horizontina (RS)";"Total";"80,75"
"4309654";"Hulha Negra (RS)";"Total";"50,78"
"4309704";"Humaitá (RS)";"Total";"62,42"
"4309753";"Ibarama (RS)";"Total";"26,97"
"4309803";"Ibiaçá (RS)";"Total";"62,48"
"4309902";"Ibiraiaras (RS)";"Total";"56,53"
"4309951";"Ibirapuitã (RS)";"Total";"59,61"
"4310009";"Ibirubá (RS)";"Total";"80,25"
"4310108";"Igrejinha (RS)";"Total";"94,91"
"4310207";"Ijuí (RS)";"Total";"90,93"
"4310306";"Ilópolis (RS)";"Total";"58,18"
"4310330";"Imbé (RS)";"Total";"99,95"
"4310363";"Imigrante (RS)";"Total";"52,82"
"4310405";"Independência (RS)";"Total";"62,80"
"4310413";"Inhacorá (RS)";"Total";"61,38"
"4310439";"Ipê (RS)";"Total";"51,16"
"4310462";"Ipiranga do Sul (RS)";"Total";"37,65"
"4310504";"Iraí (RS)";"Total";"58,50"
"4310538";"Itaara (RS)";"Total";"78,28"
"4310553";"Itacurubi (RS)";"Total";"34,23"
"4310579";"Itapuca (RS)";"Total";"26,40"
"4310603";"Itaqui (RS)";"Total";"87,07"
"4310652";"Itati (RS)";"Total";"7,69"
"4310702";"Itatiba do Sul (RS)";"Total";"44,45"
"4310751";"Ivorá (RS)";"Total";"36,64"
"4310801";"Ivoti (RS)";"Total";"91,07"
"4310850";"Jaboticaba (RS)";"Total";"38,79"
"4310876";"Jacuizinho (RS)";"Total";"21,94"
"4310900";"Jacutinga (RS)";"Total";"72,68"
"4311007";"Jaguarão (RS)";"Total";"92,97"
"4311106";"Jaguari (RS)";"Total";"58,57"
"4311122";"Jaquirana (RS)";"Total";"56,71"
"4311130";"Jari (RS)";"Total";"17,67"
"4311155";"Jóia (RS)";"Total";"26,96"
"4311205";"Júlio de Castilhos (RS)";"Total";"83,25"
"4311239";"Lagoa Bonita do Sul (RS)";"Total";"15,22"
"4311254";"Lagoão (RS)";"Total";"28,28"
"4311270";"Lagoa dos Três Cantos (RS)";"Total";"53,50"
"4311304";"Lagoa Vermelha (RS)";"Total";"87,48"
"4311403";"Lajeado (RS)";"Total";"99,62"
"4311429";"Lajeado do Bugre (RS)";"Total";"29,93"
"4311502";"Lavras do Sul (RS)";"Total";"62,72"
"4311601";"Liberato Salzano (RS)";"Total";"25,40"
"4311627";"Lindolfo Collor (RS)";"Total";"82,02"
"4311643";"Linha Nova (RS)";"Total";"26,87"
"4311700";"Machadinho (RS)";"Total";"63,61"
"4311718";"Maçambará (RS)";"Total";"28,68"
"4311734";"Mampituba (RS)";"Total";"20,43"
"4311759";"Manoel Viana (RS)";"Total";"76,17"
"4311775";"Maquiné (RS)";"Total";"30,62"
"4311791";"Maratá (RS)";"Total";"31,79"
"4311809";"Marau (RS)";"Total";"87,34"
"4311908";"Marcelino Ramos (RS)";"Total";"55,20"
"4311981";"Mariana Pimentel (RS)";"Total";"17,64"
"4312005";"Mariano Moro (RS)";"Total";"54,35"
"4312054";"Marques de Souza (RS)";"Total";"41,11"
"4312104";"Mata (RS)";"Total";"52,49"
"4312138";"Mato Castelhano (RS)";"Total";"21,64"
"4312153";"Mato Leitão (RS)";"Total";"41,09"
"4312179";"Mato Queimado (RS)";"Total";"28,87"
"4312203";"Maximiliano de Almeida (RS)";"Total";"62,53"
"4312252";"Minas do Leão (RS)";"Total";"95,99"
"4312302";"Miraguaí (RS)";"Total";"45,76"
"4312351";"Montauri (RS)";"Total";"46,15"
"4312377";"Monte Alegre dos Campos (RS)";"Total";"20,45"
"4312385";"Monte Belo do Sul (RS)";"Total";"32,20"
"4312401";"Montenegro (RS)";"Total";"90,92"
"4312427";"Mormaço (RS)";"Total";"22,41"
"4312443";"Morrinhos do Sul (RS)";"Total";"40,48"
"4312450";"Morro Redondo (RS)";"Total";"44,05"
"4312476";"Morro Reuter (RS)";"Total";"85,32"
"4312500";"Mostardas (RS)";"Total";"66,57"
"4312609";"Muçum (RS)";"Total";"84,19"
"4312617";"Muitos Capões (RS)";"Total";"35,29"
"4312625";"Muliterno (RS)";"Total";"33,82"
"4312658";"Não-Me-Toque (RS)";"Total";"87,99"
"4312674";"Nicolau Vergueiro (RS)";"Total";"39,00"
"4312708";"Nonoai (RS)";"Total";"78,00"
"4312757";"Nova Alvorada (RS)";"Total";"44,85"
"4312807";"Nova Araçá (RS)";"Total";"74,54"
"4312906";"Nova Bassano (RS)";"Total";"66,09"
"4312955";"Nova Boa Vista (RS)";"Total";"32,38"
"4313003";"Nova Bréscia (RS)";"Total";"49,05"
"4313011";"Nova Candelária (RS)";"Total";"28,88"
"4313037";"Nova Esperança do Sul (RS)";"Total";"76,90"
"4313060";"Nova Hartz (RS)";"Total";"83,37"
"4313086";"Nova Pádua (RS)";"Total";"34,07"
"4313102";"Nova Palma (RS)";"Total";"52,52"
"4313201";"Nova Petrópolis (RS)";"Total";"75,22"
"4313300";"Nova Prata (RS)";"Total";"83,07"
"4313334";"Nova Ramada (RS)";"Total";"30,62"
"4313359";"Nova Roma do Sul (RS)";"Total";"52,41"
"4313375";"Nova Santa Rita (RS)";"Total";"85,30"
"4313391";"Novo Cabrais (RS)";"Total";"14,09"
"4313409";"Novo Hamburgo (RS)";"Total";"98,30"
"4313425";"Novo Machado (RS)";"Total";"41,48"
"4313441";"Novo Tiradentes (RS)";"Total";"29,96"
"4313466";"Novo Xingu (RS)";"Total";"35,65"
"4313490";"Novo Barreiro (RS)";"Total";"34,90"
"4313508";"Osório (RS)";"Total";"93,94"
"4313607";"Paim Filho (RS)";"Total";"55,43"
"4313656";"Palmares do Sul (RS)";"Total";"89,55"
"4313706";"Palmeira das Missões (RS)";"Total";"87,22"
"4313805";"Palmitinho (RS)";"Total";"49,19"
"4313904";"Panambi (RS)";"Total";"90,94"
"4313953";"Pantano Grande (RS)";"Total";"83,86"
"4314001";"Paraí (RS)";"Total";"58,71"
"4314027";"Paraíso do Sul (RS)";"Total";"41,55"
"4314035";"Pareci Novo (RS)";"Total";"28,89"
"4314050";"Parobé (RS)";"Total";"94,40"
"4314068";"Passa Sete (RS)";"Total";"12,44"
"4314076";"Passo do Sobrado (RS)";"Total";"25,75"
"4314100";"Passo Fundo (RS)";"Total";"97,60"
"4314134";"Paulo Bento (RS)";"Total";"29,76"
"4314159";"Paverama (RS)";"Total";"50,57"
"4314175";"Pedras Altas (RS)";"Total";"38,65"
"4314209";"Pedro Osório (RS)";"Total";"93,69"
"4314308";"Pejuçara (RS)";"Total";"68,56"
"4314407";"Pelotas (RS)";"Total";"94,04"
"4314423";"Picada Café (RS)";"Total";"88,89"
"4314456";"Pinhal (RS)";"Total";"53,67"
"4314464";"Pinhal da Serra (RS)";"Total";"24,16"
"4314472";"Pinhal Grande (RS)";"Total";"45,66"
"4314498";"Pinheirinho do Vale (RS)";"Total";"21,86"
"4314506";"Pinheiro Machado (RS)";"Total";"76,28"
"4314555";"Pirapó (RS)";"Total";"29,00"
"4314605";"Piratini (RS)";"Total";"60,02"
"4314704";"Planalto (RS)";"Total";"60,41"
"4314753";"Poço das Antas (RS)";"Total";"42,75"
"4314779";"Pontão (RS)";"Total";"43,56"
"4314787";"Ponte Preta (RS)";"Total";"31,68"
"4314803";"Portão (RS)";"Total";"82,16"
"4314902";"Porto Alegre (RS)";"Total";"100,00"
"4315008";"Porto Lucena (RS)";"Total";"44,79"
"4315057";"Porto Mauá (RS)";"Total";"40,46"
"4315073";"Porto Vera Cruz (RS)";"Total";"25,48"
"4315107";"Porto Xavier (RS)";"Total";"49,93"
"4315131";"Pouso Novo (RS)";"Total";"37,40"
"4315149";"Presidente Lucena (RS)";"Total";"62,33"
"4315156";"Progresso (RS)";"Total";"33,12"
"4315172";"Protásio Alves (RS)";"Total";"23,29"
"4315206";"Putinga (RS)";"Total";"41,27"
"4315305";"Quaraí (RS)";"Total";"91,60"
"4315313";"Quatro Irmãos (RS)";"Total";"52,36"
"4315321";"Quevedos (RS)";"Total";"31,13"
"4315354";"Quinze de Novembro (RS)";"Total";"56,26"
"4315404";"Redentora (RS)";"Total";"36,09"
"4315453";"Relvado (RS)";"Total";"37,31"
"4315503";"Restinga Sêca (RS)";"Total";"58,27"
"4315552";"Rio dos Índios (RS)";"Total";"21,11"
"4315602";"Rio Grande (RS)";"Total";"96,32"
"4315701";"Rio Pardo (RS)";"Total";"67,58"
"4315750";"Riozinho (RS)";"Total";"62,22"
"4315800";"Roca Sales (RS)";"Total";"63,67"
"4315909";"Rodeio Bonito (RS)";"Total";"76,43"
"4315958";"Rolador (RS)";"Total";"25,03"
"4316006";"Rolante (RS)";"Total";"77,66"
"4316105";"Ronda Alta (RS)";"Total";"71,00"
"4316204";"Rondinha (RS)";"Total";"46,05"
"4316303";"Roque Gonzales (RS)";"Total";"45,03"
"4316402";"Rosário do Sul (RS)";"Total";"86,84"
"4316428";"Sagrada Família (RS)";"Total";"31,65"
"4316436";"Saldanha Marinho (RS)";"Total";"69,39"
"4316451";"Salto do Jacuí (RS)";"Total";"87,20"
"4316477";"Salvador das Missões (RS)";"Total";"43,16"
"4316501";"Salvador do Sul (RS)";"Total";"61,16"
"4316600";"Sananduva (RS)";"Total";"70,92"
"4316709";"Santa Bárbara do Sul (RS)";"Total";"80,45"
"4316733";"Santa Cecília do Sul (RS)";"Total";"29,32"
"4316758";"Santa Clara do Sul (RS)";"Total";"50,73"
"4316808";"Santa Cruz do Sul (RS)";"Total";"89,49"
"4316907";"Santa Maria (RS)";"Total";"95,13"
"4316956";"Santa Maria do Herval (RS)";"Total";"72,55"
"4316972";"Santa Margarida do Sul (RS)";"Total";"24,70"
"4317004";"Santana da Boa Vista (RS)";"Total";"46,83"
"4317103";"Sant'Ana do Livramento (RS)";"Total";"89,96"
"4317202";"Santa Rosa (RS)";"Total";"88,38"
"4317251";"Santa Tereza (RS)";"Total";"39,26"
"4317301";"Santa Vitória do Palmar (RS)";"Total";"86,37"
"4317400";"Santiago (RS)";"Total";"90,83"
"4317509";"Santo Ângelo (RS)";"Total";"93,96"
"4317558";"Santo Antônio do Palma (RS)";"Total";"35,73"
"4317608";"Santo Antônio da Patrulha (RS)";"Total";"69,99"
"4317707";"Santo Antônio das Missões (RS)";"Total";"60,51"
"4317756";"Santo Antônio do Planalto (RS)";"Total";"64,27"
"4317806";"Santo Augusto (RS)";"Total";"82,49"
"4317905";"Santo Cristo (RS)";"Total";"55,72"
"4317954";"Santo Expedito do Sul (RS)";"Total";"37,64"
"4318002";"São Borja (RS)";"Total";"88,93"
"4318051";"São Domingos do Sul (RS)";"Total";"61,14"
"4318101";"São Francisco de Assis (RS)";"Total";"70,40"
"4318200";"São Francisco de Paula (RS)";"Total";"63,62"
"4318309";"São Gabriel (RS)";"Total";"89,01"
"4318408";"São Jerônimo (RS)";"Total";"77,90"
"4318424";"São João da Urtiga (RS)";"Total";"52,44"
"4318432";"São João do Polêsine (RS)";"Total";"53,45"
"4318440";"São Jorge (RS)";"Total";"55,90"
"4318457";"São José das Missões (RS)";"Total";"31,67"
"4318465";"São José do Herval (RS)";"Total";"40,90"
"4318481";"São José do Hortêncio (RS)";"Total";"64,94"
"4318499";"São José do Inhacorá (RS)";"Total";"40,67"
"4318507";"São José do Norte (RS)";"Total";"66,79"
"4318606";"São José do Ouro (RS)";"Total";"66,21"
"4318614";"São José do Sul (RS)";"Total";"35,19"
"4318622";"São José dos Ausentes (RS)";"Total";"63,01"
"4318705";"São Leopoldo (RS)";"Total";"99,65"
"4318804";"São Lourenço do Sul (RS)";"Total";"62,24"
"4318903";"São Luiz Gonzaga (RS)";"Total";"89,42"
"4319000";"São Marcos (RS)";"Total";"87,85"
"4319109";"São Martinho (RS)";"Total";"62,36"
"4319125";"São Martinho da Serra (RS)";"Total";"29,47"
"4319158";"São Miguel das Missões (RS)";"Total";"51,90"
"4319208";"São Nicolau (RS)";"Total";"65,75"
"4319307";"São Paulo das Missões (RS)";"Total";"37,20"
"4319356";"São Pedro da Serra (RS)";"Total";"44,78"
"4319364";"São Pedro das Missões (RS)";"Total";"28,81"
"4319372";"São Pedro do Butiá (RS)";"Total";"43,76"
"4319406";"São Pedro do Sul (RS)";"Total";"72,80"
"4319505";"São Sebastião do Caí (RS)";"Total";"80,62"
"4319604";"São Sepé (RS)";"Total";"77,81"
"4319703";"São Valentim (RS)";"Total";"51,92"
"4319711";"São Valentim do Sul (RS)";"Total";"35,95"
"4319737";"São Valério do Sul (RS)";"Total";"25,44"
"4319752";"São Vendelino (RS)";"Total";"71,07"
"4319802";"São Vicente do Sul (RS)";"Total";"69,10"
"4319901";"Sapiranga (RS)";"Total";"96,53"
"4320008";"Sapucaia do Sul (RS)";"Total";"99,63"
"4320107";"Sarandi (RS)";"Total";"85,69"
"4320206";"Seberi (RS)";"Total";"55,13"
"4320230";"Sede Nova (RS)";"Total";"55,48"
"4320263";"Segredo (RS)";"Total";"26,50"
"4320305";"Selbach (RS)";"Total";"71,83"
"4320321";"Senador Salgado Filho (RS)";"Total";"32,66"
"4320354";"Sentinela do Sul (RS)";"Total";"25,95"
"4320404";"Serafina Corrêa (RS)";"Total";"86,48"
"4320453";"Sério (RS)";"Total";"25,52"
"4320503";"Sertão (RS)";"Total";"57,47"
"4320552";"Sertão Santana (RS)";"Total";"23,06"
"4320578";"Sete de Setembro (RS)";"Total";"24,07"
"4320602";"Severiano de Almeida (RS)";"Total";"38,56"
"4320651";"Silveira Martins (RS)";"Total";"44,53"
"4320677";"Sinimbu (RS)";"Total";"16,24"
"4320701";"Sobradinho (RS)";"Total";"80,82"
"4320800";"Soledade (RS)";"Total";"80,68"
"4320859";"Tabaí (RS)";"Total";"29,62"
"4320909";"Tapejara (RS)";"Total";"89,80"
"4321006";"Tapera (RS)";"Total";"85,48"
"4321105";"Tapes (RS)";"Total";"87,66"
"4321204";"Taquara (RS)";"Total";"82,48"
"4321303";"Taquari (RS)";"Total";"84,49"
"4321329";"Taquaruçu do Sul (RS)";"Total";"41,90"
"4321352";"Tavares (RS)";"Total";"61,69"
"4321402";"Tenente Portela (RS)";"Total";"69,04"
"4321436";"Terra de Areia (RS)";"Total";"53,02"
"4321451";"Teutônia (RS)";"Total";"86,08"
"4321469";"Tio Hugo (RS)";"Total";"44,88"
"4321477";"Tiradentes do Sul (RS)";"Total";"34,55"
"4321493";"Toropi (RS)";"Total";"21,38"
"4321501";"Torres (RS)";"Total";"96,27"
"4321600";"Tramandaí (RS)";"Total";"97,45"
"4321626";"Travesseiro (RS)";"Total";"38,42"
"4321634";"Três Arroios (RS)";"Total";"39,92"
"4321667";"Três Cachoeiras (RS)";"Total";"71,89"
"4321709";"Três Coroas (RS)";"Total";"85,59"
"4321808";"Três de Maio (RS)";"Total";"80,93"
"4321832";"Três Forquilhas (RS)";"Total";"13,55"
"4321857";"Três Palmeiras (RS)";"Total";"51,86"
"4321907";"Três Passos (RS)";"Total";"80,47"
"4321956";"Trindade do Sul (RS)";"Total";"51,84"
"4322004";"Triunfo (RS)";"Total";"64,47"
"4322103";"Tucunduva (RS)";"Total";"70,69"
"4322152";"Tunas (RS)";"Total";"33,26"
"4322186";"Tupanci do Sul (RS)";"Total";"33,46"
"4322202";"Tupanciretã (RS)";"Total";"81,91"
"4322251";"Tupandi (RS)";"Total";"71,17"
"4322301";"Tuparendi (RS)";"Total";"64,21"
"4322327";"Turuçu (RS)";"Total";"47,11"
"4322343";"Ubiretama (RS)";"Total";"22,73"
"4322350";"União da Serra (RS)";"Total";"20,74"
"4322376";"Unistalda (RS)";"Total";"37,50"
"4322400";"Uruguaiana (RS)";"Total";"93,42"
"4322509";"Vacaria (RS)";"Total";"93,42"
"4322525";"Vale Verde (RS)";"Total";"28,44"
"4322533";"Vale do Sol (RS)";"Total";"12,51"
"4322541";"Vale Real (RS)";"Total";"89,17"
"4322558";"Vanini (RS)";"Total";"53,70"
"4322608";"Venâncio Aires (RS)";"Total";"63,40"
"4322707";"Vera Cruz (RS)";"Total";"56,07"
"4322806";"Veranópolis (RS)";"Total";"88,12"
"4322855";"Vespasiano Corrêa (RS)";"Total";"25,08"
"4322905";"Viadutos (RS)";"Total";"54,32"
"4323002";"Viamão (RS)";"Total";"93,45"
"4323101";"Vicente Dutra (RS)";"Total";"48,08"
"4323200";"Victor Graeff (RS)";"Total";"45,82"
"4323309";"Vila Flores (RS)";"Total";"45,50"
"4323358";"Vila Lângaro (RS)";"Total";"19,15"
"4323408";"Vila Maria (RS)";"Total";"57,48"
"4323457";"Vila Nova do Sul (RS)";"Total";"50,96"
"4323507";"Vista Alegre (RS)";"Total";"45,07"
"4323606";"Vista Alegre do Prata (RS)";"Total";"33,26"
"4323705";"Vista Gaúcha (RS)";"Total";"38,54"
"4323754";"Vitória das Missões (RS)";"Total";"20,61"
"4323770";"Westfália (RS)";"Total";"44,64"
"4323804";"Xangri-lá (RS)";"Total";"99,48"
"5000203";"Água Clara (MS)";"Total";"65,32"
"5000252";"Alcinópolis (MS)";"Total";"67,49"
"5000609";"Amambai (MS)";"Total";"68,48"
"5000708";"Anastácio (MS)";"Total";"81,42"
"5000807";"Anaurilândia (MS)";"Total";"52,48"
"5000856";"Angélica (MS)";"Total";"84,57"
"5000906";"Antônio João (MS)";"Total";"84,39"
"5001003";"Aparecida do Taboado (MS)";"Total";"89,53"
"5001102";"Aquidauana (MS)";"Total";"81,12"
"5001243";"Aral Moreira (MS)";"Total";"53,32"
"5001508";"Bandeirantes (MS)";"Total";"67,66"
"5001904";"Bataguassu (MS)";"Total";"76,24"
"5002001";"Batayporã (MS)";"Total";"75,85"
"5002100";"Bela Vista (MS)";"Total";"82,00"
"5002159";"Bodoquena (MS)";"Total";"73,55"
"5002209";"Bonito (MS)";"Total";"81,74"
"5002308";"Brasilândia (MS)";"Total";"67,74"
"5002407";"Caarapó (MS)";"Total";"74,15"
"5002605";"Camapuã (MS)";"Total";"71,83"
"5002704";"Campo Grande (MS)";"Total";"98,67"
"5002803";"Caracol (MS)";"Total";"60,99"
"5002902";"Cassilândia (MS)";"Total";"90,67"
"5002951";"Chapadão do Sul (MS)";"Total";"84,88"
"5003108";"Corguinho (MS)";"Total";"38,59"
"5003157";"Coronel Sapucaia (MS)";"Total";"77,72"
"5003207";"Corumbá (MS)";"Total";"89,45"
"5003256";"Costa Rica (MS)";"Total";"85,49"
"5003306";"Coxim (MS)";"Total";"90,26"
"5003454";"Deodápolis (MS)";"Total";"82,76"
"5003488";"Dois Irmãos do Buriti (MS)";"Total";"51,57"
"5003504";"Douradina (MS)";"Total";"65,00"
"5003702";"Dourados (MS)";"Total";"92,98"
"5003751";"Eldorado (MS)";"Total";"82,65"
"5003801";"Fátima do Sul (MS)";"Total";"89,38"
"5003900";"Figueirão (MS)";"Total";"53,42"
"5004007";"Glória de Dourados (MS)";"Total";"77,55"
"5004106";"Guia Lopes da Laguna (MS)";"Total";"83,78"
"5004304";"Iguatemi (MS)";"Total";"74,92"
"5004403";"Inocência (MS)";"Total";"63,74"
"5004502";"Itaporã (MS)";"Total";"69,58"
"5004601";"Itaquiraí (MS)";"Total";"50,50"
"5004700";"Ivinhema (MS)";"Total";"77,11"
"5004809";"Japorã (MS)";"Total";"21,91"
"5004908";"Jaraguari (MS)";"Total";"29,22"
"5005004";"Jardim (MS)";"Total";"93,30"
"5005103";"Jateí (MS)";"Total";"45,92"
"5005152";"Juti (MS)";"Total";"68,64"
"5005202";"Ladário (MS)";"Total";"94,37"
"5005251";"Laguna Carapã (MS)";"Total";"45,10"
"5005400";"Maracaju (MS)";"Total";"87,47"
"5005608";"Miranda (MS)";"Total";"64,71"
"5005681";"Mundo Novo (MS)";"Total";"89,96"
"5005707";"Naviraí (MS)";"Total";"93,04"
"5005806";"Nioaque (MS)";"Total";"49,63"
"5006002";"Nova Alvorada do Sul (MS)";"Total";"74,47"
"5006200";"Nova Andradina (MS)";"Total";"85,51"
"5006259";"Novo Horizonte do Sul (MS)";"Total";"54,89"
"5006309";"Paranaíba (MS)";"Total";"88,53"
"5006358";"Paranhos (MS)";"Total";"56,10"
"5006408";"Pedro Gomes (MS)";"Total";"76,31"
"5006606";"Ponta Porã (MS)";"Total";"79,96"
"5006903";"Porto Murtinho (MS)";"Total";"65,49"
"5007109";"Ribas do Rio Pardo (MS)";"Total";"61,86"
"5007208";"Rio Brilhante (MS)";"Total";"80,21"
"5007307";"Rio Negro (MS)";"Total";"71,81"
"5007406";"Rio Verde de Mato Grosso (MS)";"Total";"85,74"
"5007505";"Rochedo (MS)";"Total";"55,35"
"5007554";"Santa Rita do Pardo (MS)";"Total";"48,54"
"5007695";"São Gabriel do Oeste (MS)";"Total";"86,72"
"5007703";"Sete Quedas (MS)";"Total";"82,63"
"5007802";"Selvíria (MS)";"Total";"74,81"
"5007901";"Sidrolândia (MS)";"Total";"64,91"
"5007935";"Sonora (MS)";"Total";"90,34"
"5007950";"Tacuru (MS)";"Total";"42,18"
"5007976";"Taquarussu (MS)";"Total";"69,68"
"5008008";"Terenos (MS)";"Total";"42,32"
"5008305";"Três Lagoas (MS)";"Total";"94,89"
"5008404";"Vicentina (MS)";"Total";"71,88"
"5100102";"Acorizal (MT)";"Total";"51,58"
"5100201";"Água Boa (MT)";"Total";"81,55"
"5100250";"Alta Floresta (MT)";"Total";"86,90"
"5100300";"Alto Araguaia (MT)";"Total";"87,22"
"5100359";"Alto Boa Vista (MT)";"Total";"65,64"
"5100409";"Alto Garças (MT)";"Total";"91,23"
"5100508";"Alto Paraguai (MT)";"Total";"62,65"
"5100607";"Alto Taquari (MT)";"Total";"90,22"
"5100805";"Apiacás (MT)";"Total";"74,31"
"5101001";"Araguaiana (MT)";"Total";"68,45"
"5101209";"Araguainha (MT)";"Total";"85,27"
"5101258";"Araputanga (MT)";"Total";"79,74"
"5101308";"Arenápolis (MT)";"Total";"94,78"
"5101407";"Aripuanã (MT)";"Total";"62,12"
"5101605";"Barão de Melgaço (MT)";"Total";"44,15"
"5101704";"Barra do Bugres (MT)";"Total";"82,78"
"5101803";"Barra do Garças (MT)";"Total";"93,45"
"5101852";"Bom Jesus do Araguaia (MT)";"Total";"50,13"
"5101902";"Brasnorte (MT)";"Total";"67,81"
"5102504";"Cáceres (MT)";"Total";"86,52"
"5102603";"Campinápolis (MT)";"Total";"55,09"
"5102637";"Campo Novo do Parecis (MT)";"Total";"93,30"
"5102678";"Campo Verde (MT)";"Total";"81,45"
"5102686";"Campos de Júlio (MT)";"Total";"76,73"
"5102694";"Canabrava do Norte (MT)";"Total";"55,51"
"5102702";"Canarana (MT)";"Total";"81,77"
"5102793";"Carlinda (MT)";"Total";"43,16"
"5102850";"Castanheira (MT)";"Total";"49,62"
"5103007";"Chapada dos Guimarães (MT)";"Total";"61,38"
"5103056";"Cláudia (MT)";"Total";"76,98"
"5103106";"Cocalinho (MT)";"Total";"64,92"
"5103205";"Colíder (MT)";"Total";"81,31"
"5103254";"Colniza (MT)";"Total";"58,06"
"5103304";"Comodoro (MT)";"Total";"70,93"
"5103353";"Confresa (MT)";"Total";"58,45"
"5103361";"Conquista D'Oeste (MT)";"Total";"62,07"
"5103379";"Cotriguaçu (MT)";"Total";"37,17"
"5103403";"Cuiabá (MT)";"Total";"98,09"
"5103437";"Curvelândia (MT)";"Total";"59,88"
"5103452";"Denise (MT)";"Total";"84,64"
"5103502";"Diamantino (MT)";"Total";"78,68"
"5103601";"Dom Aquino (MT)";"Total";"80,88"
"5103700";"Feliz Natal (MT)";"Total";"78,23"
"5103809";"Figueirópolis D'Oeste (MT)";"Total";"53,65"
"5103858";"Gaúcha do Norte (MT)";"Total";"44,63"
"5103908";"General Carneiro (MT)";"Total";"55,91"
"5103957";"Glória D'Oeste (MT)";"Total";"69,45"
"5104104";"Guarantã do Norte (MT)";"Total";"75,89"
"5104203";"Guiratinga (MT)";"Total";"81,12"
"5104500";"Indiavaí (MT)";"Total";"76,46"
"5104526";"Ipiranga do Norte (MT)";"Total";"68,63"
"5104542";"Itanhangá (MT)";"Total";"60,13"
"5104559";"Itaúba (MT)";"Total";"80,56"
"5104609";"Itiquira (MT)";"Total";"39,66"
"5104807";"Jaciara (MT)";"Total";"92,11"
"5104906";"Jangada (MT)";"Total";"39,23"
"5105002";"Jauru (MT)";"Total";"61,06"
"5105101";"Juara (MT)";"Total";"79,96"
"5105150";"Juína (MT)";"Total";"87,63"
"5105176";"Juruena (MT)";"Total";"61,97"
"5105200";"Juscimeira (MT)";"Total";"72,67"
"5105234";"Lambari D'Oeste (MT)";"Total";"53,05"
"5105259";"Lucas do Rio Verde (MT)";"Total";"93,84"
"5105309";"Luciara (MT)";"Total";"89,02"
"5105507";"Vila Bela da Santíssima Trindade (MT)";"Total";"36,78"
"5105580";"Marcelândia (MT)";"Total";"62,07"
"5105606";"Matupá (MT)";"Total";"77,87"
"5105622";"Mirassol d'Oeste (MT)";"Total";"85,83"
"5105903";"Nobres (MT)";"Total";"81,29"
"5106000";"Nortelândia (MT)";"Total";"81,89"
"5106109";"Nossa Senhora do Livramento (MT)";"Total";"35,40"
"5106158";"Nova Bandeirantes (MT)";"Total";"36,40"
"5106174";"Nova Nazaré (MT)";"Total";"49,61"
"5106182";"Nova Lacerda (MT)";"Total";"55,09"
"5106190";"Nova Santa Helena (MT)";"Total";"57,28"
